Region,Year,Sample_size,Accuracy
NCP,1990_1992,0.10,0.6108296390120329
NCP,1990_1992,0.40,0.8062064597846739
NCP,1990_1992,0.70,0.8223559214692844
NCP,1990_1992,1.00,0.8027232425585814
NCP,1990_1992,1.50,0.8609879670677644
NCP,1990_1992,10.00,0.9116529449018366
NCP,1990_1992,15.00,0.9205193160227992
NCP,1990_1992,2.00,0.8872704243191893
NCP,1990_1992,20.00,0.9202026599113363
NCP,1990_1992,25.00,0.922419252691577
NCP,1990_1992,30.00,0.922419252691577
NCP,1990_1992,35.00,0.9262191260291324
NCP,1990_1992,40.00,0.9297023432552248
NCP,1990_1992,45.00,0.9300189993666877
NCP,1990_1992,5.00,0.9103863204559848
NCP,1990_1992,50.00,0.9278024065864471
NCP,1990_1992,55.00,0.9297023432552248
NCP,1990_1992,60.00,0.9335022165927802
NCP,1990_1992,65.00,0.9331855604813173
NCP,1990_1992,70.00,0.935085497150095
NCP,1990_1992,75.00,0.9344521849271691
NCP,1990_1992,80.00,0.9357188093730209
NCP,1990_1992,85.00,0.934768841038632
NCP,1990_1992,90.00,0.9366687777074097
NCP,1990_1992,95.00,0.935085497150095
NCP,1993_1995,0.10,0.6373801916932907
NCP,1993_1995,0.40,0.797923322683706
NCP,1993_1995,0.70,0.8742012779552716
NCP,1993_1995,1.00,0.8586261980830671
NCP,1993_1995,1.50,0.8773961661341853
NCP,1993_1995,10.00,0.9161341853035144
NCP,1993_1995,15.00,0.9153354632587859
NCP,1993_1995,2.00,0.9017571884984026
NCP,1993_1995,20.00,0.922923322683706
NCP,1993_1995,25.00,0.924520766773163
NCP,1993_1995,30.00,0.9241214057507987
NCP,1993_1995,35.00,0.9217252396166135
NCP,1993_1995,40.00,0.9225239616613419
NCP,1993_1995,45.00,0.9293130990415336
NCP,1993_1995,5.00,0.8989616613418531
NCP,1993_1995,50.00,0.9285143769968051
NCP,1993_1995,55.00,0.9285143769968051
NCP,1993_1995,60.00,0.9313099041533547
NCP,1993_1995,65.00,0.9317092651757188
NCP,1993_1995,70.00,0.9361022364217252
NCP,1993_1995,75.00,0.9329073482428115
NCP,1993_1995,80.00,0.9337060702875399
NCP,1993_1995,85.00,0.9341054313099042
NCP,1993_1995,90.00,0.9341054313099042
NCP,1993_1995,95.00,0.9361022364217252
NCP,1996_1998,0.10,0.6949602122015915
NCP,1996_1998,0.40,0.7327586206896551
NCP,1996_1998,0.70,0.8348806366047745
NCP,1996_1998,1.00,0.8607427055702918
NCP,1996_1998,1.50,0.853448275862069
NCP,1996_1998,10.00,0.9094827586206896
NCP,1996_1998,15.00,0.9134615384615384
NCP,1996_1998,2.00,0.863395225464191
NCP,1996_1998,20.00,0.9131299734748011
NCP,1996_1998,25.00,0.9190981432360743
NCP,1996_1998,30.00,0.9247347480106101
NCP,1996_1998,35.00,0.9220822281167109
NCP,1996_1998,40.00,0.9277188328912467
NCP,1996_1998,45.00,0.9237400530503979
NCP,1996_1998,5.00,0.871684350132626
NCP,1996_1998,50.00,0.9300397877984085
NCP,1996_1998,55.00,0.9316976127320955
NCP,1996_1998,60.00,0.9310344827586207
NCP,1996_1998,65.00,0.9323607427055703
NCP,1996_1998,70.00,0.9330238726790451
NCP,1996_1998,75.00,0.9346816976127321
NCP,1996_1998,80.00,0.9363395225464191
NCP,1996_1998,85.00,0.9366710875331565
NCP,1996_1998,90.00,0.9389920424403183
NCP,1996_1998,95.00,0.9336870026525199
NCP,1999_2001,0.10,0.6566181566181566
NCP,1999_2001,0.40,0.7785862785862786
NCP,1999_2001,0.70,0.8205128205128205
NCP,1999_2001,1.00,0.8270963270963271
NCP,1999_2001,1.50,0.8471933471933472
NCP,1999_2001,10.00,0.9133749133749134
NCP,1999_2001,15.00,0.922037422037422
NCP,1999_2001,2.00,0.8814968814968815
NCP,1999_2001,20.00,0.9216909216909217
NCP,1999_2001,25.00,0.9251559251559252
NCP,1999_2001,30.00,0.9216909216909217
NCP,1999_2001,35.00,0.9230769230769231
NCP,1999_2001,40.00,0.9251559251559252
NCP,1999_2001,45.00,0.9334719334719335
NCP,1999_2001,5.00,0.893970893970894
NCP,1999_2001,50.00,0.9303534303534303
NCP,1999_2001,55.00,0.9293139293139293
NCP,1999_2001,60.00,0.9286209286209286
NCP,1999_2001,65.00,0.9324324324324325
NCP,1999_2001,70.00,0.9313929313929314
NCP,1999_2001,75.00,0.9272349272349273
NCP,1999_2001,80.00,0.9341649341649342
NCP,1999_2001,85.00,0.9348579348579349
NCP,1999_2001,90.00,0.9362439362439362
NCP,1999_2001,95.00,0.9341649341649342
NCP,2002_2004,0.10,0.5666445623342176
NCP,2002_2004,0.40,0.743368700265252
NCP,2002_2004,0.70,0.8312334217506632
NCP,2002_2004,1.00,0.8325596816976127
NCP,2002_2004,1.50,0.8458222811671088
NCP,2002_2004,10.00,0.8925729442970822
NCP,2002_2004,15.00,0.8945623342175066
NCP,2002_2004,2.00,0.875
NCP,2002_2004,20.00,0.8988726790450928
NCP,2002_2004,25.00,0.9001989389920424
NCP,2002_2004,30.00,0.9078249336870027
NCP,2002_2004,35.00,0.90815649867374
NCP,2002_2004,40.00,0.9041777188328912
NCP,2002_2004,45.00,0.9094827586206896
NCP,2002_2004,5.00,0.8759946949602122
NCP,2002_2004,50.00,0.9035145888594165
NCP,2002_2004,55.00,0.906498673740053
NCP,2002_2004,60.00,0.9094827586206896
NCP,2002_2004,65.00,0.9104774535809018
NCP,2002_2004,70.00,0.9084880636604774
NCP,2002_2004,75.00,0.9118037135278515
NCP,2002_2004,80.00,0.9121352785145889
NCP,2002_2004,85.00,0.9151193633952255
NCP,2002_2004,90.00,0.9144562334217506
NCP,2002_2004,95.00,0.9154509283819628
NCP,2005_2007,0.10,0.5603392041748206
NCP,2005_2007,0.40,0.7279843444227005
NCP,2005_2007,0.70,0.8095238095238095
NCP,2005_2007,1.00,0.8878016960208741
NCP,2005_2007,1.50,0.8590998043052838
NCP,2005_2007,10.00,0.9171559034572733
NCP,2005_2007,15.00,0.9155251141552512
NCP,2005_2007,2.00,0.906392694063927
NCP,2005_2007,20.00,0.9142204827136334
NCP,2005_2007,25.00,0.9155251141552512
NCP,2005_2007,30.00,0.9233529028049576
NCP,2005_2007,35.00,0.9227005870841487
NCP,2005_2007,40.00,0.9194390084801044
NCP,2005_2007,45.00,0.9253098499673842
NCP,2005_2007,5.00,0.9093281148075668
NCP,2005_2007,50.00,0.9220482713633399
NCP,2005_2007,55.00,0.9227005870841487
NCP,2005_2007,60.00,0.9220482713633399
NCP,2005_2007,65.00,0.9249836921069797
NCP,2005_2007,70.00,0.9243313763861709
NCP,2005_2007,75.00,0.9230267449445532
NCP,2005_2007,80.00,0.9269406392694064
NCP,2005_2007,85.00,0.9266144814090019
NCP,2005_2007,90.00,0.9262883235485975
NCP,2005_2007,95.00,0.9275929549902152
NCP,2008_2010,0.10,0.6299435028248588
NCP,2008_2010,0.40,0.8006456820016142
NCP,2008_2010,0.70,0.8502824858757062
NCP,2008_2010,1.00,0.8393866020984665
NCP,2008_2010,1.50,0.8466505246166263
NCP,2008_2010,10.00,0.8833736884584342
NCP,2008_2010,15.00,0.8809523809523809
NCP,2008_2010,2.00,0.8571428571428571
NCP,2008_2010,20.00,0.8910411622276029
NCP,2008_2010,25.00,0.8886198547215496
NCP,2008_2010,30.00,0.8922518159806295
NCP,2008_2010,35.00,0.8962873284907183
NCP,2008_2010,40.00,0.8962873284907183
NCP,2008_2010,45.00,0.8966908797417272
NCP,2008_2010,5.00,0.8518966908797417
NCP,2008_2010,50.00,0.8970944309927361
NCP,2008_2010,55.00,0.9019370460048426
NCP,2008_2010,60.00,0.9015334947538337
NCP,2008_2010,65.00,0.8995157384987893
NCP,2008_2010,70.00,0.9015334947538337
NCP,2008_2010,75.00,0.9075867635189669
NCP,2008_2010,80.00,0.9023405972558515
NCP,2008_2010,85.00,0.9027441485068604
NCP,2008_2010,90.00,0.9083938660209847
NCP,2008_2010,95.00,0.9067796610169492
NCP,2011_2013,0.10,0.5586696562032885
NCP,2011_2013,0.40,0.8617339312406577
NCP,2011_2013,0.70,0.7757847533632287
NCP,2011_2013,1.00,0.8363228699551569
NCP,2011_2013,1.50,0.8456651718983558
NCP,2011_2013,10.00,0.8875186846038864
NCP,2011_2013,15.00,0.8867713004484304
NCP,2011_2013,2.00,0.835949177877429
NCP,2011_2013,20.00,0.8961136023916293
NCP,2011_2013,25.00,0.9028400597907325
NCP,2011_2013,30.00,0.9050822122571002
NCP,2011_2013,35.00,0.905829596412556
NCP,2011_2013,40.00,0.9050822122571002
NCP,2011_2013,45.00,0.9032137518684604
NCP,2011_2013,5.00,0.8729446935724963
NCP,2011_2013,50.00,0.9024663677130045
NCP,2011_2013,55.00,0.9084454409566517
NCP,2011_2013,60.00,0.9028400597907325
NCP,2011_2013,65.00,0.9073243647234679
NCP,2011_2013,70.00,0.9103139013452914
NCP,2011_2013,75.00,0.9114349775784754
NCP,2011_2013,80.00,0.9073243647234679
NCP,2011_2013,85.00,0.9099402092675636
NCP,2011_2013,90.00,0.9099402092675636
NCP,2011_2013,95.00,0.9170403587443946
NCP,2014_2016,0.10,0.6835341365461848
NCP,2014_2016,0.40,0.8305220883534137
NCP,2014_2016,0.70,0.8401606425702811
NCP,2014_2016,1.00,0.8502008032128514
NCP,2014_2016,1.50,0.8566265060240964
NCP,2014_2016,10.00,0.8694779116465864
NCP,2014_2016,15.00,0.8891566265060241
NCP,2014_2016,2.00,0.8204819277108434
NCP,2014_2016,20.00,0.8975903614457831
NCP,2014_2016,25.00,0.9052208835341365
NCP,2014_2016,30.00,0.9092369477911647
NCP,2014_2016,35.00,0.9076305220883534
NCP,2014_2016,40.00,0.9092369477911647
NCP,2014_2016,45.00,0.914859437751004
NCP,2014_2016,5.00,0.8562248995983935
NCP,2014_2016,50.00,0.9136546184738956
NCP,2014_2016,55.00,0.9104417670682731
NCP,2014_2016,60.00,0.9140562248995984
NCP,2014_2016,65.00,0.9076305220883534
NCP,2014_2016,70.00,0.9080321285140562
NCP,2014_2016,75.00,0.9080321285140562
NCP,2014_2016,80.00,0.9100401606425703
NCP,2014_2016,85.00,0.9132530120481928
NCP,2014_2016,90.00,0.9124497991967871
NCP,2014_2016,95.00,0.9132530120481928
NCP,2017_2019,0.10,0.7906229929351317
NCP,2017_2019,0.40,0.8448940269749519
NCP,2017_2019,0.70,0.8098908156711625
NCP,2017_2019,1.00,0.8211303789338471
NCP,2017_2019,1.50,0.8253050738599872
NCP,2017_2019,10.00,0.8821451509312781
NCP,2017_2019,15.00,0.8892100192678227
NCP,2017_2019,2.00,0.859344894026975
NCP,2017_2019,20.00,0.8975594091201028
NCP,2017_2019,25.00,0.9068721901091843
NCP,2017_2019,30.00,0.9043031470777135
NCP,2017_2019,35.00,0.9081567116249197
NCP,2017_2019,40.00,0.9094412331406551
NCP,2017_2019,45.00,0.9100834938985228
NCP,2017_2019,5.00,0.8821451509312781
NCP,2017_2019,50.00,0.9136159280667951
NCP,2017_2019,55.00,0.9155427103403982
NCP,2017_2019,60.00,0.9136159280667951
NCP,2017_2019,65.00,0.9142581888246628
NCP,2017_2019,70.00,0.9139370584457289
NCP,2017_2019,75.00,0.9139370584457289
NCP,2017_2019,80.00,0.9145793192035967
NCP,2017_2019,85.00,0.9177906229929351
NCP,2017_2019,90.00,0.9145793192035967
NCP,2017_2019,95.00,0.9113680154142582
